# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr  9 16:34:15 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec
Kepler-52 b,CONFIRMED,7.877416300,1.4930000e-05,-1.4930000e-05,0.0410,0.4090,-0.0410,2.08050,0.05170,-0.05170,1.3061e+03,3.770e+01,-3.770e+01,2.16,9.000e-02,-1.100e-01,0.0665,,,89.92,,,553.0,,,22.18,3.97,-3.59,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350,,,,286.738040,49.975750
Kepler-52 d,CONFIRMED,36.445400100,1.8090000e-04,-1.8090000e-04,0.0280,0.4370,-0.0280,4.00700,0.12600,-0.12600,1.1223e+03,5.340e+01,-5.340e+01,1.99,9.000e-02,-9.000e-02,0.1847,,,89.98,,,332.0,,,2.88,0.51,-0.47,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,0.6330,0.0290,-0.0350,,,,286.738040,49.975750
Kepler-673 b,CONFIRMED,3.728732147,9.3600000e-07,-9.3600000e-07,0.5580,0.1300,-0.1490,2.68300,0.03500,-0.03500,5.2265e+03,1.850e+01,-1.850e+01,6.02,1.220e+00,-5.200e-01,0.0455,,,86.70,,,1023.0,,,258.34,162.58,-65.21,5497.00,166.00,-149.00,4.577,0.034,-0.136,0.8090,0.1640,-0.0700,0.9070,0.0740,-0.1020,,,,290.785740,50.054119
Kepler-674 b,CONFIRMED,2.243380573,2.6700000e-06,-2.6700000e-06,0.9150,0.0090,-0.6300,1.11960,0.03840,-0.03840,8.2170e+02,2.560e+01,-2.560e+01,1.99,1.000e-01,-1.200e-01,0.0280,,,82.88,,,822.0,,,107.60,21.47,-20.32,4149.00,82.00,-91.00,4.698,0.024,-0.027,0.5640,0.0300,-0.0330,0.5780,0.0270,-0.0370,,,,285.176210,50.149818
Kepler-675 b,CONFIRMED,2.337437946,1.9510000e-06,-1.9510000e-06,0.2800,0.1890,-0.2800,1.99820,0.02710,-0.02710,9.7120e+02,1.370e+01,-1.370e+01,2.34,1.700e-01,-9.000e-02,0.0325,,,88.19,,,1070.0,,,311.16,69.46,-40.17,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.7650,0.0550,-0.0280,0.8500,0.0250,-0.0540,,,,293.833310,50.230350
Kepler-676 b,CONFIRMED,11.598222330,1.4070000e-05,-1.4070000e-05,0.6790,0.1870,-0.4700,2.52370,0.05200,-0.05200,2.8045e+03,4.630e+01,-4.630e+01,2.65,2.100e-01,-2.900e-01,0.0798,,,88.62,,,396.0,,,5.82,1.49,-1.63,3688.00,73.00,-91.00,4.790,0.050,-0.045,0.4730,0.0370,-0.0510,0.5030,0.0350,-0.0530,,,,296.221950,50.287220
Kepler-677 b,CONFIRMED,6.575315881,3.7260000e-06,-3.7260000e-06,0.3900,0.0650,-0.3060,4.30840,0.03060,-0.03060,2.7933e+03,1.490e+01,-1.490e+01,5.31,1.500e+00,-8.100e-01,0.0670,,,88.03,,,1015.0,,,251.38,209.10,-91.63,5992.00,162.00,-180.00,4.415,0.105,-0.195,0.9890,0.2800,-0.1510,0.9270,0.1290,-0.0970,,,,290.098050,50.321609
Kepler-678 b,CONFIRMED,7.275040844,4.6770000e-06,-4.6770000e-06,0.5470,0.0520,-0.2290,7.53770,0.06810,-0.06810,3.0010e+03,1.150e+01,-1.150e+01,4.86,1.050e+00,-3.700e-01,0.0732,,,85.29,,,833.0,,,113.64,75.31,-28.97,5485.00,164.00,-180.00,4.556,0.028,-0.161,0.8670,0.1870,-0.0670,0.9860,0.0650,-0.1150,,,,295.455290,50.494560
Kepler-231 c,CONFIRMED,19.271538920,4.1450000e-05,-4.1450000e-05,0.0310,0.3600,-0.0310,2.75940,0.05510,-0.05510,1.2198e+03,3.530e+01,-3.530e+01,1.93,1.000e-01,-1.200e-01,0.1171,,,89.97,,,393.0,,,5.66,1.13,-1.06,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350,,,,293.973360,50.531910
Kepler-231 b,CONFIRMED,10.065243170,1.4900000e-05,-1.4900000e-05,0.6280,0.0030,-0.4780,1.36900,0.03930,-0.03930,1.0533e+03,3.920e+01,-3.920e+01,1.91,1.000e-01,-1.200e-01,0.0760,,,89.22,,,488.0,,,13.43,2.69,-2.50,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350,,,,293.973360,50.531910
Kepler-679 b,CONFIRMED,12.393565100,3.9320000e-05,-3.9320000e-05,0.8830,0.0330,-0.6400,3.88960,0.08340,-0.08340,9.1660e+02,2.910e+01,-2.910e+01,2.66,5.400e-01,-2.300e-01,0.0983,,,86.13,,,677.0,,,49.68,31.16,-12.97,5557.00,166.00,-166.00,4.603,0.034,-0.128,0.7500,0.1520,-0.0650,0.8320,0.0800,-0.0890,,,,296.021330,50.567780
Kepler-106 e,CONFIRMED,43.844397210,9.6130000e-05,-9.6130000e-05,0.8520,0.0390,-0.5850,6.80200,0.11900,-0.11900,6.1520e+02,7.700e+00,-7.700e+00,2.87,4.300e-01,-3.000e-01,0.2395,,,88.27,,,531.0,,,18.77,7.98,-4.80,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,,,,300.863980,44.337551
Kepler-234 b,CONFIRMED,2.711504086,3.8000000e-06,-3.8000000e-06,0.0230,0.4050,-0.0230,3.00990,0.04230,-0.04230,8.3750e+02,1.450e+01,-1.450e+01,3.12,1.020e+00,-3.400e-01,0.0401,,,89.81,,,1420.0,,,960.79,931.74,-309.76,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730,,,,291.653530,38.494659
Kepler-234 c,CONFIRMED,7.212037480,1.5530000e-05,-1.5530000e-05,0.0120,0.3940,-0.0120,4.04910,0.05800,-0.05800,9.5040e+02,1.950e+01,-1.950e+01,3.32,1.090e+00,-3.600e-01,0.0770,,,89.95,,,1025.0,,,260.58,252.70,-84.01,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730,,,,291.653530,38.494659
Kepler-233 b,CONFIRMED,8.472379110,1.5600000e-05,-1.5600000e-05,0.0220,0.3780,-0.0220,2.72450,0.04840,-0.04840,1.1235e+03,2.670e+01,-2.670e+01,2.59,3.700e-01,-2.200e-01,0.0778,,,89.95,,,751.0,,,75.44,35.44,-19.30,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130,,,,296.366520,51.319519
Kepler-233 c,CONFIRMED,60.418936900,5.0430000e-04,-5.0430000e-04,0.0940,0.3590,-0.0940,5.03900,0.18400,-0.18400,9.3130e+02,4.960e+01,-4.960e+01,2.36,3.400e-01,-2.000e-01,0.2884,,,89.94,,,390.0,,,5.49,2.58,-1.40,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130,,,,296.366520,51.319519
Kepler-682 b,CONFIRMED,12.611904345,6.6500000e-06,-6.6500000e-06,0.5500,0.0650,-0.1280,5.14970,0.05920,-0.05920,6.1056e+03,2.760e+01,-2.760e+01,7.40,2.200e+00,-7.300e-01,0.1058,,,88.17,,,753.0,,,76.15,66.33,-21.39,5795.00,156.00,-173.00,4.508,0.039,-0.208,0.9190,0.2730,-0.0910,0.9920,0.1120,-0.1120,,,,289.112210,51.737381
Kepler-683 b,CONFIRMED,2.539183147,5.0730000e-06,-5.0730000e-06,0.2380,0.1980,-0.2380,2.42820,0.05590,-0.05590,3.8210e+02,1.140e+01,-1.140e+01,2.06,2.900e-01,-2.800e-01,0.0355,,,88.28,,,1332.0,,,743.09,290.34,-212.44,5519.00,82.00,-74.00,4.350,0.126,-0.103,1.0620,0.1540,-0.1400,0.9210,0.0670,-0.0380,,,,291.439970,37.905659
Kepler-684 b,CONFIRMED,6.770300385,9.5370000e-06,-9.5370000e-06,0.8380,0.0830,-0.5890,2.08440,0.04540,-0.04540,1.3040e+03,2.970e+01,-2.970e+01,2.77,4.600e-01,-1.500e-01,0.0640,,,86.84,,,812.0,,,102.87,53.88,-21.24,5653.00,166.00,-166.00,4.656,0.028,-0.112,0.6790,0.1120,-0.0370,0.7670,0.0580,-0.0710,,,,290.870510,38.273628
Kepler-235 d,CONFIRMED,20.060363360,5.8390000e-05,-5.8390000e-05,0.5560,0.3230,-0.3680,3.32030,0.07540,-0.07540,1.4947e+03,4.510e+01,-4.510e+01,1.96,1.300e-01,-1.600e-01,0.1150,,,89.21,,,361.0,,,4.00,0.89,-0.90,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380,,,,286.079130,39.278320
Kepler-235 e,CONFIRMED,46.184203900,2.6540000e-04,-2.6540000e-04,0.0130,0.4150,-0.0130,4.75800,0.13000,-0.13000,1.3947e+03,5.640e+01,-5.640e+01,1.83,1.200e-01,-1.500e-01,0.2005,,,89.99,,,273.0,,,1.32,0.29,-0.30,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380,,,,286.079130,39.278320
Kepler-106 d,CONFIRMED,23.980085400,2.0030000e-04,-2.0030000e-04,0.9500,0.0040,-0.6600,5.35100,0.17700,-0.17700,1.0400e+02,6.500e+00,-6.500e+00,1.31,2.000e-01,-1.300e-01,0.1602,,,85.45,,,649.0,,,41.94,17.84,-10.73,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,,,,300.863980,44.337551
Kepler-235 c,CONFIRMED,7.825021680,3.8900000e-05,-3.8900000e-05,0.7080,0.2340,-0.4870,2.18600,0.12000,-0.12000,5.2080e+02,3.640e+01,-3.640e+01,1.20,8.000e-02,-1.000e-01,0.0614,,,87.99,,,494.0,,,14.05,3.10,-3.19,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380,,,,286.079130,39.278320
Kepler-688 b,CONFIRMED,3.895936525,7.7100000e-07,-7.7100000e-07,0.5240,0.0690,-0.2370,2.31110,0.03020,-0.03020,8.5448e+03,2.950e+01,-2.950e+01,7.34,1.530e+00,-6.500e-01,0.0460,,,87.56,,,1005.0,,,241.62,155.31,-64.19,5557.00,167.00,-167.00,4.592,0.034,-0.136,0.7740,0.1610,-0.0690,0.8660,0.0820,-0.1000,,,,294.655240,39.308361
Kepler-689 b,CONFIRMED,22.366464660,9.7610000e-05,-9.7610000e-05,0.4000,0.0660,-0.4000,5.22800,0.12200,-0.12200,9.8680e+02,3.510e+01,-3.510e+01,2.32,3.800e-01,-1.600e-01,0.1449,,,89.26,,,536.0,,,19.45,10.29,-4.56,5395.00,160.00,-160.00,4.615,0.032,-0.104,0.7340,0.1220,-0.0520,0.8210,0.0760,-0.0930,,,,294.710630,39.521740
Kepler-685 b,CONFIRMED,1.625522174,1.5800000e-07,-1.5800000e-07,0.0760,0.0220,-0.0760,2.38963,0.00338,-0.00338,7.9690e+03,1.180e+01,-1.180e+01,9.73,1.410e+00,-1.420e+00,0.0265,,,89.22,,,1579.0,,,1467.41,576.36,-452.24,5539.00,83.00,-74.00,4.322,0.137,-0.100,1.1060,0.1610,-0.1610,0.9350,0.0620,-0.0430,,,,293.871920,38.422939
Kepler-30 d,CONFIRMED,143.206304700,2.3480000e-04,-2.3480000e-04,0.3790,0.0730,-0.2730,8.93020,0.09610,-0.09610,1.0566e+04,8.240e+01,-8.240e+01,8.90,8.200e-01,-3.800e-01,0.5336,,,89.83,,,308.0,,,2.14,0.59,-0.35,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820,,,,285.283630,38.947281
Kepler-106 b,CONFIRMED,6.164876000,4.6350000e-05,-4.6350000e-05,0.6460,0.3230,-0.4300,3.26200,0.18600,-0.18600,5.5800e+01,4.300e+00,-4.300e+00,0.79,1.300e-01,-8.000e-02,0.0648,,,86.69,,,1021.0,,,256.35,109.03,-65.57,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630,,,,300.863980,44.337551
Kepler-30 c,CONFIRMED,60.324942160,3.2070000e-05,-3.2070000e-05,0.2240,0.0670,-0.1460,6.61880,0.03270,-0.03270,2.0280e+04,6.400e+01,-6.400e+01,12.19,1.110e+00,-5.200e-01,0.2998,,,89.83,,,411.0,,,6.77,1.89,-1.09,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820,,,,285.283630,38.947281
Kepler-30 b,CONFIRMED,29.159861500,2.5340000e-04,-2.5340000e-04,0.3619,0.0945,-0.3618,4.80300,0.20000,-0.20000,4.8800e+02,4.350e+01,-4.350e+01,1.91,2.000e-01,-7.000e-02,0.1847,,,89.38,,,524.0,,,17.85,5.61,-2.68,5485.00,99.00,-112.00,4.556,0.014,-0.094,0.8670,0.0920,-0.0340,0.9860,0.0280,-0.0790,,,,285.283630,38.947281
Kepler-686 b,CONFIRMED,1.594745374,1.1300000e-07,-1.1300000e-07,0.5140,0.0220,-0.0370,1.96040,0.01060,-0.01060,1.5044e+04,2.030e+01,-2.030e+01,11.30,3.090e+00,-1.330e+00,0.0258,,,85.25,,,1539.0,,,1329.42,1067.75,-412.98,5934.00,160.00,-178.00,4.491,0.065,-0.195,0.8930,0.2440,-0.1050,0.9010,0.1100,-0.0900,,,,285.213810,39.027481
Kepler-687 b,CONFIRMED,20.505889210,3.2060000e-05,-3.2060000e-05,0.2600,0.1510,-0.2600,4.05950,0.04810,-0.04810,2.1055e+03,3.100e+01,-3.100e+01,3.41,2.800e-01,-3.100e-01,0.1326,,,89.62,,,518.0,,,17.06,5.47,-4.61,4905.00,148.00,-148.00,4.544,0.072,-0.044,0.7610,0.0630,-0.0700,0.7390,0.0850,-0.0540,,,,289.315430,39.153278
Kepler-235 b,CONFIRMED,3.340218842,3.1770000e-06,-3.1770000e-06,0.4660,0.0020,-0.4370,1.91040,0.03180,-0.03180,1.6326e+03,2.660e+01,-2.660e+01,2.03,1.300e-01,-1.700e-01,0.0348,,,87.85,,,656.0,,,43.73,9.67,-9.92,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380,,,,286.079130,39.278320
Kepler-53 b,CONFIRMED,18.649327280,5.2020000e-05,-5.2020000e-05,0.0800,0.3290,-0.0800,4.40560,0.06870,-0.06870,8.9360e+02,2.090e+01,-2.090e+01,3.12,4.700e-01,-2.800e-01,0.1390,,,89.86,,,701.0,,,57.13,22.99,-12.26,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620,,,,290.461760,40.562462
Kepler-107 c,CONFIRMED,4.901449760,1.0700000e-05,-1.0700000e-05,0.5290,0.0210,-0.4600,4.16540,0.05850,-0.05850,1.4070e+02,2.900e+00,-2.900e+00,1.70,8.000e-02,-5.000e-02,0.0586,,,86.10,,,1262.0,,,598.74,84.12,-66.83,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,,,,297.028260,48.208611
Kepler-53 d,CONFIRMED,9.751921010,4.8290000e-05,-4.8290000e-05,0.9490,0.0280,-0.6730,4.79300,0.18100,-0.18100,4.1800e+02,1.620e+01,-1.620e+01,2.76,4.300e-01,-2.400e-01,0.0902,,,80.97,,,870.0,,,135.66,54.60,-29.09,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620,,,,290.461760,40.562462
Kepler-53 c,CONFIRMED,38.557654600,1.7650000e-04,-1.7650000e-04,0.9110,0.0250,-0.6630,5.79400,0.19900,-0.19900,9.9300e+02,2.680e+01,-2.680e+01,4.02,6.200e-01,-3.600e-01,0.2255,,,87.91,,,550.0,,,21.71,8.73,-4.66,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620,,,,290.461760,40.562462
Kepler-428 b,CONFIRMED,3.525632539,1.5000000e-07,-1.5000000e-07,0.1200,0.0060,-0.0840,2.59959,0.00079,-0.00079,2.2335e+04,1.310e+01,-1.310e+01,11.58,9.000e-01,-4.800e-01,0.0431,,,89.41,,,975.0,,,213.12,50.79,-29.54,5150.00,82.00,-82.00,4.572,0.020,-0.064,0.7930,0.0620,-0.0330,0.8550,0.0350,-0.0490,,,,290.581730,40.577400
Kepler-690 b,CONFIRMED,7.748094239,7.5530000e-06,-7.5530000e-06,0.5170,0.2370,-0.3250,3.59570,0.04300,-0.04300,2.4721e+03,2.570e+01,-2.570e+01,5.52,1.700e+00,-5.600e-01,0.0810,,,88.02,,,964.0,,,204.39,186.49,-63.82,5973.00,169.00,-232.00,4.439,0.052,-0.221,1.0850,0.3340,-0.1110,1.1810,0.1210,-0.1510,,,,294.489900,39.771439
Kepler-236 c,CONFIRMED,23.967936690,9.2490000e-05,-9.2490000e-05,0.4160,0.0530,-0.4160,3.82700,0.11300,-0.11300,1.1823e+03,4.610e+01,-4.610e+01,1.80,1.000e-01,-1.500e-01,0.1322,,,89.47,,,329.0,,,2.77,0.58,-0.64,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390,,,,283.866390,39.898079
Kepler-236 b,CONFIRMED,8.295617380,2.3680000e-05,-2.3680000e-05,0.8880,0.0620,-0.6120,1.34210,0.07730,-0.07730,8.2430e+02,5.750e+01,-5.750e+01,1.82,1.000e-01,-1.500e-01,0.0652,,,87.95,,,469.0,,,11.39,2.40,-2.65,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390,,,,283.866390,39.898079
Kepler-691 b,CONFIRMED,8.114374820,1.0920000e-05,-1.0920000e-05,0.5730,0.0000,-0.4680,2.27360,0.04470,-0.04470,1.5580e+03,3.200e+01,-3.200e+01,2.10,1.400e-01,-1.600e-01,0.0649,,,88.61,,,460.0,,,10.55,2.46,-2.31,3692.00,73.00,-83.00,4.753,0.032,-0.039,0.5170,0.0350,-0.0390,0.5530,0.0270,-0.0440,,,,288.812010,40.033401
Kepler-107 e,CONFIRMED,14.749148250,2.1740000e-05,-2.1740000e-05,0.1730,0.2620,-0.1730,6.09950,0.04400,-0.04400,4.3020e+02,4.200e+00,-4.200e+00,2.89,1.300e-01,-1.000e-01,0.1221,,,89.47,,,874.0,,,137.91,19.38,-15.39,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,,,,297.028260,48.208611
Kepler-692 b,CONFIRMED,21.812959960,7.2290000e-05,-7.2290000e-05,0.0530,0.3940,-0.0530,4.37910,0.09100,-0.09100,1.1754e+03,3.580e+01,-3.580e+01,3.38,9.100e-01,-4.900e-01,0.1495,,,89.92,,,639.0,,,39.33,31.88,-13.85,5601.00,166.00,-166.00,4.410,0.116,-0.188,0.9990,0.2690,-0.1450,0.9340,0.1130,-0.0850,,,,294.776860,40.153740
Kepler-693 b,CONFIRMED,15.375623690,1.0170000e-05,-1.0170000e-05,0.6920,0.0330,-0.0660,3.31690,0.06450,-0.06450,1.5337e+04,1.140e+02,-1.140e+02,11.01,4.400e-01,-8.200e-01,0.1121,,,88.73,,,600.0,,,30.54,4.61,-5.99,4986.00,79.00,-79.00,4.496,0.075,-0.025,0.8330,0.0330,-0.0620,0.7930,0.0540,-0.0290,,,,283.253540,40.358189
Kepler-237 c,CONFIRMED,8.103632710,2.0320000e-05,-2.0320000e-05,0.0470,0.4090,-0.0470,3.16100,0.06350,-0.06350,8.8790e+02,2.450e+01,-2.450e+01,2.11,1.800e-01,-2.000e-01,0.0712,,,89.87,,,687.0,,,52.82,16.30,-14.35,4861.00,131.00,-146.00,4.574,0.054,-0.041,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610,,,,283.221410,40.421829
Kepler-237 b,CONFIRMED,4.715108430,1.9410000e-05,-1.9410000e-05,0.2580,0.1950,-0.2580,2.50600,0.10300,-0.10300,4.1750e+02,2.200e+01,-2.200e+01,1.46,1.200e-01,-1.400e-01,0.0496,,,88.96,,,823.0,,,108.84,33.58,-29.57,4861.00,131.00,-146.00,4.574,0.054,-0.041,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610,,,,283.221410,40.421829
Kepler-694 b,CONFIRMED,6.365839713,8.0600000e-06,-8.0600000e-06,0.5240,0.0090,-0.4600,2.97210,0.04080,-0.04080,7.8070e+02,1.310e+01,-1.310e+01,2.44,6.000e-01,-2.100e-01,0.0659,,,87.92,,,914.0,,,165.33,121.73,-40.81,5776.00,155.00,-155.00,4.554,0.042,-0.168,0.8490,0.2120,-0.0710,0.9390,0.0980,-0.1090,,,,291.149510,40.420521
Kepler-695 b,CONFIRMED,3.040330460,3.3700000e-07,-3.3700000e-07,0.7360,0.0130,-0.0240,1.84110,0.01680,-0.01680,1.0859e+04,2.580e+01,-2.580e+01,8.99,8.000e-01,-9.900e-01,0.0374,,,85.95,,,1021.0,,,257.29,86.59,-76.86,5035.00,151.00,-151.00,4.519,0.084,-0.063,0.7910,0.0710,-0.0870,0.7540,0.0950,-0.0550,,,,299.316100,40.822380
Kepler-27 b,CONFIRMED,15.335286750,1.9890000e-05,-1.9890000e-05,0.7730,0.0060,-0.5430,3.89700,0.07710,-0.07710,3.0814e+03,3.900e+01,-3.900e+01,5.00,4.900e-01,-1.800e-01,0.1179,,,87.95,,,610.0,,,32.67,9.96,-4.63,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640,,,,292.236760,41.085880
Kepler-107 d,CONFIRMED,7.958253280,7.6730000e-05,-7.6730000e-05,0.7060,0.2370,-0.4940,4.37700,0.22900,-0.22900,5.0000e+01,3.700e+00,-3.700e+00,1.06,5.000e-02,-4.000e-02,0.0809,,,85.95,,,1074.0,,,314.15,44.14,-35.07,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500,,,,297.028260,48.208611
Kepler-27 c,CONFIRMED,31.330461350,3.9770000e-05,-3.9770000e-05,0.7980,0.0210,-0.0430,5.17600,0.10200,-0.10200,5.0738e+03,4.840e+01,-4.840e+01,6.50,6.400e-01,-2.300e-01,0.1898,,,88.62,,,481.0,,,12.61,3.84,-1.79,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640,,,,292.236760,41.085880
Kepler-238 e,CONFIRMED,23.653694150,1.7480000e-05,-1.7480000e-05,0.0080,0.1690,-0.0080,8.21830,0.02100,-0.02100,3.3418e+03,1.320e+01,-1.320e+01,7.89,1.380e+00,-1.520e+00,0.1658,,,89.98,,,731.0,,,67.65,33.37,-26.59,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750,,,,287.897130,40.637821
Kepler-238 d,CONFIRMED,13.233522140,4.5030000e-05,-4.5030000e-05,0.0140,0.3990,-0.0140,6.73720,0.08750,-0.08750,5.0460e+02,1.080e+01,-1.080e+01,3.06,5.400e-01,-5.800e-01,0.1126,,,89.95,,,888.0,,,146.67,72.35,-57.65,5739.00,114.00,-103.00,4.191,0.162,-0.108,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750,,,,287.897130,40.637821
